hofID,yearid,votedBy,ballots,needed,votes,inducted,category,needed_note
willicy01h,1949,BBWAA,153,115,2,N,Player,
averiea01h,1949,BBWAA,153,115,1,N,Player,
bluegos01h,1949,BBWAA,153,115,1,N,Player,
bodiepi01h,1949,BBWAA,153,115,1,N,Player,
burnsge01h,1949,BBWAA,153,115,1,N,Player,
chapmbe01h,1949,BBWAA,153,115,1,N,Player,
davissp01h,1949,BBWAA,153,115,1,N,Player,
durocle01h,1949,BBWAA,153,115,1,N,Player,
ehmkeho01h,1949,BBWAA,153,115,1,N,Player,
ferrewe01h,1949,BBWAA,153,115,1,N,Player,
fletcar01h,1949,BBWAA,153,115,1,N,Player,
judgejo01h,1949,BBWAA,153,115,1,N,Player,
kellyge01h,1949,BBWAA,153,115,1,N,Player,
kerrdi01h,1949,BBWAA,153,115,1,N,Player,
lindsfr01h,1949,BBWAA,153,115,1,N,Player,
lopezal01h,1949,BBWAA,153,115,1,N,Player,
manushe01h,1949,BBWAA,153,115,1,N,Player,
myerbu01h,1949,BBWAA,153,115,1,N,Player,
nehfar01h,1949,BBWAA,153,115,1,N,Player,
peckiro01h,1949,BBWAA,153,115,1,N,Player,
pruethu01h,1949,BBWAA,153,115,1,N,Player,
ringji01h,1949,BBWAA,153,115,1,N,Player,
rootch01h,1949,BBWAA,153,115,1,N,Player,
selkige01h,1949,BBWAA,153,115,1,N,Player,
sherdbi01h,1949,BBWAA,153,115,1,N,Player,
toneyfr01h,1949,BBWAA,153,115,1,N,Player,
werbebi01h,1949,BBWAA,153,115,1,N,Player,
wittwh01h,1949,BBWAA,153,115,1,N,Player,
wrighgl01h,1949,BBWAA,153,115,1,N,Player,
brownmo01h,1949,Old Timers,,,,Y,Player,
nichoki01h,1949,Old Timers,,,,Y,Player,
ottme01h,1950,BBWAA,168,126,115,N,Player,
terrybi01h,1950,BBWAA,168,126,105,N,Player,
foxxji01h,1950,BBWAA,168,126,103,N,Player,
wanerpa01h,1950,BBWAA,168,126,95,N,Player,
simmoal01h,1950,BBWAA,168,126,90,N,Player,
heilmha01h,1950,BBWAA,168,126,87,N,Player,
deandi01h,1950,BBWAA,168,126,85,N,Player,
dickebi01h,1950,BBWAA,168,126,78,N,Player,
maranra01h,1950,BBWAA,168,126,66,N,Player,
greenha01h,1950,BBWAA,168,126,64,N,Player,
hartnga01h,1950,BBWAA,168,126,54,N,Player,
vanceda01h,1950,BBWAA,168,126,52,N,Player,
lyonste01h,1950,BBWAA,168,126,42,N,Player,
cronijo01h,1950,BBWAA,168,126,33,N,Player,
lazzeto01h,1950,BBWAA,168,126,21,N,Player,
gomezle01h,1950,BBWAA,168,126,18,N,Player,
wheatza01h,1950,BBWAA,168,126,17,N,Player,
youngro01h,1950,BBWAA,168,126,17,N,Player,
roushed01h,1950,BBWAA,168,126,16,N,Player,
schalra01h,1950,BBWAA,168,126,16,N,Player,
wilsoha01h,1950,BBWAA,168,126,16,N,Player,
careyma01h,1950,BBWAA,168,126,14,N,Player,
kleinch01h,1950,BBWAA,168,126,14,N,Player,
grimmch01h,1950,BBWAA,168,126,13,N,Player,
ruffire01h,1950,BBWAA,168,126,12,N,Player,
cuyleki01h,1950,BBWAA,168,126,11,N,Player,
haineje01h,1950,BBWAA,168,126,11,N,Player,
hoytwa01h,1950,BBWAA,168,126,11,N,Player,
bancrda01h,1950,BBWAA,168,126,9,N,Player,
faberre01h,1950,BBWAA,168,126,9,N,Player,
odoulle01h,1950,BBWAA,168,126,9,N,Player,
willicy01h,1950,BBWAA,168,126,9,N,Player,
bottoji01h,1950,BBWAA,168,126,8,N,Player,
hackst01h,1950,BBWAA,168,126,8,N,Player,
martipe01h,1950,BBWAA,168,126,7,N,Player,
rolfere01h,1950,BBWAA,168,126,7,N,Player,
adamsba01h,1950,BBWAA,168,126,6,N,Player,
bendech01h,1950,BBWAA,168,126,6,N,Player,
gowdyha01h,1950,BBWAA,168,126,6,N,Player,
grimebu01h,1950,BBWAA,168,126,6,N,Player,
jackstr01h,1950,BBWAA,168,126,6,N,Player,
rixeyep01h,1950,BBWAA,168,126,6,N,Player,
bakerfr01h,1950,BBWAA,168,126,4,N,Player,
hafeych01h,1950,BBWAA,168,126,4,N,Player,
harribu01h,1950,BBWAA,168,126,4,N,Manager,
ofarrbo01h,1950,BBWAA,168,126,4,N,Player,
ruelmu01h,1950,BBWAA,168,126,4,N,Player,
waltebu01h,1950,BBWAA,168,126,4,N,Player,
wilsoji01h,1950,BBWAA,168,126,4,N,Player,
combsea01h,1950,BBWAA,168,126,3,N,Player,
lombaer01h,1950,BBWAA,168,126,3,N,Player,
scottev01h,1950,BBWAA,168,126,3,N,Player,
stengca01h,1950,BBWAA,168,126,3,N,Manager,
burnsge01h,1950,BBWAA,168,126,2,N,Player,
chandsp01h,1950,BBWAA,168,126,2,N,Player,
dykesji01h,1950,BBWAA,168,126,2,N,Player,
earnsge01h,1950,BBWAA,168,126,2,N,Player,
fonsele01h,1950,BBWAA,168,126,2,N,Player,
gosligo01h,1950,BBWAA,168,126,2,N,Player,
grohhe01h,1950,BBWAA,168,126,2,N,Player,
hardeme01h,1950,BBWAA,168,126,2,N,Player,
hermaba01h,1950,BBWAA,168,126,2,N,Player,
higgipi01h,1950,BBWAA,168,126,2,N,Player,
hoopeha01h,1950,BBWAA,168,126,2,N,Player,
huggimi01h,1950,BBWAA,168,126,2,N,Manager,
meusebo01h,1950,BBWAA,168,126,2,N,Player,
nehfar01h,1950,BBWAA,168,126,2,N,Player,
theveto01h,1950,BBWAA,168,126,2,N,Player,
wrighgl01h,1950,BBWAA,168,126,2,N,Player,
covelst01h,1950,BBWAA,168,126,1,N,Player,
crosefr01h,1950,BBWAA,168,126,1,N,Player,
derripa01h,1950,BBWAA,168,126,1,N,Player,
ensje01h,1950,BBWAA,168,126,1,N,Player,
fitzsfr01h,1950,BBWAA,168,126,1,N,Player,
fletcar01h,1950,BBWAA,168,126,1,N,Player,
gelbech01h,1950,BBWAA,168,126,1,N,Player,
gonzami01h,1950,BBWAA,168,126,1,N,Player,
jonesfi01h,1950,BBWAA,168,126,1,N,Player,
lucasre01h,1950,BBWAA,168,126,1,N,Player,
luquedo01h,1950,BBWAA,168,126,1,N,Player,
mageesh01h,1950,BBWAA,168,126,1,N,Player,
marbefi01h,1950,BBWAA,168,126,1,N,Player,
mcinnst01h,1950,BBWAA,168,126,1,N,Player,
mckecbi01h,1950,BBWAA,168,126,1,N,Manager,
milancl01h,1950,BBWAA,168,126,1,N,Player,
moorejo02h,1950,BBWAA,168,126,1,N,Player,
moorete01h,1950,BBWAA,168,126,1,N,Player,
oneilst01h,1950,BBWAA,168,126,1,N,Player,
pruethu01h,1950,BBWAA,168,126,1,N,Player,
ricesa01h,1950,BBWAA,168,126,1,N,Player,
rommeed01h,1950,BBWAA,168,126,1,N,Player,
rootch01h,1950,BBWAA,168,126,1,N,Player,
schanwa01h,1950,BBWAA,168,126,1,N,Player,
selkige01h,1950,BBWAA,168,126,1,N,Player,
sherdbi01h,1950,BBWAA,168,126,1,N,Player,
southbi01h,1950,BBWAA,168,126,1,N,Player,
wambsbi01h,1950,BBWAA,168,126,1,N,Player,
wanerll01h,1950,BBWAA,168,126,1,N,Player,
werbebi01h,1950,BBWAA,168,126,1,N,Player,
woodjo02h,1950,BBWAA,168,126,1,N,Player,
ottme01h,1951,BBWAA,226,170,197,Y,Player,
foxxji01h,1951,BBWAA,226,170,179,Y,Player,
wanerpa01h,1951,BBWAA,226,170,162,N,Player,
heilmha01h,1951,BBWAA,226,170,153,N,Player,
terrybi01h,1951,BBWAA,226,170,148,N,Player,
deandi01h,1951,BBWAA,226,170,145,N,Player,
dickebi01h,1951,BBWAA,226,170,118,N,Player,
simmoal01h,1951,BBWAA,226,170,116,N,Player,
maranra01h,1951,BBWAA,226,170,110,N,Player,
lyonste01h,1951,BBWAA,226,170,71,N,Player,
vanceda01h,1951,BBWAA,226,170,70,N,Player,
greenha01h,1951,BBWAA,226,170,67,N,Player,
hartnga01h,1951,BBWAA,226,170,57,N,Player,
cronijo01h,1951,BBWAA,226,170,44,N,Player,
schalra01h,1951,BBWAA,226,170,37,N,Player,
bendech01h,1951,BBWAA,226,170,35,N,Player,
youngro01h,1951,BBWAA,226,170,34,N,Player,
careyma01h,1951,BBWAA,226,170,27,N,Player,
lazzeto01h,1951,BBWAA,226,170,27,N,Player,
gowdyha01h,1951,BBWAA,226,170,26,N,Player,
gomezle01h,1951,BBWAA,226,170,23,N,Player,
roushed01h,1951,BBWAA,226,170,21,N,Player,
wilsoha01h,1951,BBWAA,226,170,21,N,Player,
martipe01h,1951,BBWAA,226,170,19,N,Player,
wheatza01h,1951,BBWAA,226,170,19,N,Player,
kleinch01h,1951,BBWAA,226,170,15,N,Player,
hoytwa01h,1951,BBWAA,226,170,13,N,Player,
odoulle01h,1951,BBWAA,226,170,13,N,Player,
adamsba01h,1951,BBWAA,226,170,12,N,Player,
bancrda01h,1951,BBWAA,226,170,9,N,Player,
grimmch01h,1951,BBWAA,226,170,9,N,Player,
harribu01h,1951,BBWAA,226,170,9,N,Manager,
ruffire01h,1951,BBWAA,226,170,9,N,Player,
bakerfr01h,1951,BBWAA,226,170,8,N,Player,
cuyleki01h,1951,BBWAA,226,170,8,N,Player,
faberre01h,1951,BBWAA,226,170,8,N,Player,
mckecbi01h,1951,BBWAA,226,170,8,N,Manager,
stengca01h,1951,BBWAA,226,170,8,N,Manager,
willicy01h,1951,BBWAA,226,170,7,N,Player,
bottoji01h,1951,BBWAA,226,170,6,N,Player,
rolfere01h,1951,BBWAA,226,170,6,N,Player,
grimebu01h,1951,BBWAA,226,170,5,N,Player,
rixeyep01h,1951,BBWAA,226,170,5,N,Player,
woodjo02h,1951,BBWAA,226,170,5,N,Player,
fletcar01h,1951,BBWAA,226,170,4,N,Player,
jackstr01h,1951,BBWAA,226,170,4,N,Player,
nehfar01h,1951,BBWAA,226,170,4,N,Player,
schacal01h,1951,BBWAA,226,170,4,N,Player,
southbi01h,1951,BBWAA,226,170,4,N,Player,
dykesji01h,1951,BBWAA,226,170,3,N,Player,
hackst01h,1951,BBWAA,226,170,3,N,Player,
hoopeha01h,1951,BBWAA,226,170,3,N,Player,
kerrdi01h,1951,BBWAA,226,170,3,N,Player,
lombaer01h,1951,BBWAA,226,170,3,N,Player,
marquru01h,1951,BBWAA,226,170,3,N,Player,
mcinnst01h,1951,BBWAA,226,170,3,N,Player,
oneilst01h,1951,BBWAA,226,170,3,N,Player,
lewisdu01h,1951,BBWAA,226,170,2,N,Player,
mageesh01h,1951,BBWAA,226,170,2,N,Player,
scottev01h,1951,BBWAA,226,170,2,N,Player,
selkige01h,1951,BBWAA,226,170,2,N,Player,
wilsoji01h,1951,BBWAA,226,170,2,N,Player,
bartedi01h,1951,BBWAA,226,170,1,N,Player,
chandsp01h,1951,BBWAA,226,170,1,N,Player,
coombja01h,1951,BBWAA,226,170,1,N,Player,
coopewi01h,1951,BBWAA,226,170,1,N,Player,
daubeja01h,1951,BBWAA,226,170,1,N,Player,
derripa01h,1951,BBWAA,226,170,1,N,Player,
ehmkeho01h,1951,BBWAA,226,170,1,N,Player,
gelbech01h,1951,BBWAA,226,170,1,N,Player,
hafeych01h,1951,BBWAA,226,170,1,N,Player,
hardeme01h,1951,BBWAA,226,170,1,N,Player,
hermaba01h,1951,BBWAA,226,170,1,N,Player,
higgipi01h,1951,BBWAA,226,170,1,N,Player,
jordati01h,1951,BBWAA,226,170,1,N,Player,
mccarjo99h,1951,BBWAA,226,170,1,N,Manager,
milancl01h,1951,BBWAA,226,170,1,N,Player,
paigesa01h,1951,BBWAA,226,170,1,N,Player,
pruethu01h,1951,BBWAA,226,170,1,N,Player,
ricesa01h,1951,BBWAA,226,170,1,N,Player,
rommeed01h,1951,BBWAA,226,170,1,N,Player,
rudoldi01h,1951,BBWAA,226,170,1,N,Player,
ruelmu01h,1951,BBWAA,226,170,1,N,Player,
sherdbi01h,1951,BBWAA,226,170,1,N,Player,
wanerll01h,1951,BBWAA,226,170,1,N,Player,
wrighgl01h,1951,BBWAA,226,170,1,N,Player,
heilmha01h,1952,BBWAA,234,176,203,Y,Player,
wanerpa01h,1952,BBWAA,234,176,195,Y,Player,
terrybi01h,1952,BBWAA,234,176,155,N,Player,
deandi01h,1952,BBWAA,234,176,152,N,Player,
simmoal01h,1952,BBWAA,234,176,141,N,Player,
dickebi01h,1952,BBWAA,234,176,139,N,Player,
maranra01h,1952,BBWAA,234,176,133,N,Player,
vanceda01h,1952,BBWAA,234,176,105,N,Player,
lyonste01h,1952,BBWAA,234,176,101,N,Player,
hartnga01h,1952,BBWAA,234,176,77,N,Player,
greenha01h,1952,BBWAA,234,176,75,N,Player,
bendech01h,1952,BBWAA,234,176,70,N,Player,
cronijo01h,1952,BBWAA,234,176,48,N,Player,
schalra01h,1952,BBWAA,234,176,44,N,Player,
careyma01h,1952,BBWAA,234,176,36,N,Player,
gowdyha01h,1952,BBWAA,234,176,34,N,Player,
youngro01h,1952,BBWAA,234,176,34,N,Player,
martipe01h,1952,BBWAA,234,176,31,N,Player,
wheatza01h,1952,BBWAA,234,176,30,N,Player,
gomezle01h,1952,BBWAA,234,176,29,N,Player,
lazzeto01h,1952,BBWAA,234,176,29,N,Player,
stengca01h,1952,BBWAA,234,176,27,N,Manager,
roushed01h,1952,BBWAA,234,176,24,N,Player,
wilsoha01h,1952,BBWAA,234,176,21,N,Player,
kleinch01h,1952,BBWAA,234,176,19,N,Player,
odoulle01h,1952,BBWAA,234,176,19,N,Player,
harribu01h,1952,BBWAA,234,176,12,N,Manager,
hoytwa01h,1952,BBWAA,234,176,12,N,Player,
bancrda01h,1952,BBWAA,234,176,11,N,Player,
lewisdu01h,1952,BBWAA,234,176,11,N,Player,
cuyleki01h,1952,BBWAA,234,176,10,N,Player,
hardeme01h,1952,BBWAA,234,176,10,N,Player,
oneilst01h,1952,BBWAA,234,176,10,N,Player,
ruffire01h,1952,BBWAA,234,176,10,N,Player,
adamsba01h,1952,BBWAA,234,176,9,N,Player,
faberre01h,1952,BBWAA,234,176,9,N,Player,
grimebu01h,1952,BBWAA,234,176,9,N,Player,
kerrdi01h,1952,BBWAA,234,176,9,N,Player,
marquru01h,1952,BBWAA,234,176,9,N,Player,
bottoji01h,1952,BBWAA,234,176,7,N,Player,
wilsoji01h,1952,BBWAA,234,176,7,N,Player,
grimmch01h,1952,BBWAA,234,176,6,N,Player,
dykesji01h,1952,BBWAA,234,176,5,N,Player,
henrito01h,1952,BBWAA,234,176,4,N,Player,
rolfere01h,1952,BBWAA,234,176,4,N,Player,
scottev01h,1952,BBWAA,234,176,4,N,Player,
willicy01h,1952,BBWAA,234,176,4,N,Player,
hermaba01h,1952,BBWAA,234,176,3,N,Player,
nehfar01h,1952,BBWAA,234,176,3,N,Player,
rixeyep01h,1952,BBWAA,234,176,3,N,Player,
waltebu01h,1952,BBWAA,234,176,3,N,Player,
averiea01h,1952,BBWAA,234,176,2,N,Player,
coopewi01h,1952,BBWAA,234,176,2,N,Player,
lopezal01h,1952,BBWAA,234,176,2,N,Manager,
peckiro01h,1952,BBWAA,234,176,2,N,Player,
rommeed01h,1952,BBWAA,234,176,2,N,Player,
wanerll01h,1952,BBWAA,234,176,2,N,Player,
chapmbe01h,1952,BBWAA,234,176,1,N,Player,
combsea01h,1952,BBWAA,234,176,1,N,Player,
crosefr01h,1952,BBWAA,234,176,1,N,Player,
durocle01h,1952,BBWAA,234,176,1,N,Manager,
ehmkeho01h,1952,BBWAA,234,176,1,N,Player,
gonzami01h,1952,BBWAA,234,176,1,N,Player,
hafeych01h,1952,BBWAA,234,176,1,N,Player,
jackstr01h,1952,BBWAA,234,176,1,N,Player,
luquedo01h,1952,BBWAA,234,176,1,N,Player,
meusebo01h,1952,BBWAA,234,176,1,N,Player,
milancl01h,1952,BBWAA,234,176,1,N,Player,
pruethu01h,1952,BBWAA,234,176,1,N,Player,
ricesa01h,1952,BBWAA,234,176,1,N,Player,
ruelmu01h,1952,BBWAA,234,176,1,N,Player,
selkige01h,1952,BBWAA,234,176,1,N,Player,
southbi01h,1952,BBWAA,234,176,1,N,Player,
werbebi01h,1952,BBWAA,234,176,1,N,Player,
wrighgl01h,1952,BBWAA,234,176,1,N,Player,
deandi01h,1953,BBWAA,264,198,209,Y,Player,
simmoal01h,1953,BBWAA,264,198,199,Y,Player,
terrybi01h,1953,BBWAA,264,198,191,N,Player,
dickebi01h,1953,BBWAA,264,198,179,N,Player,
maranra01h,1953,BBWAA,264,198,164,N,Player,
vanceda01h,1953,BBWAA,264,198,150,N,Player,
lyonste01h,1953,BBWAA,264,198,139,N,Player,
dimagjo01h,1953,BBWAA,264,198,117,N,Player,
bendech01h,1953,BBWAA,264,198,104,N,Player,
hartnga01h,1953,BBWAA,264,198,104,N,Player,
greenha01h,1953,BBWAA,264,198,80,N,Player,
cronijo01h,1953,BBWAA,264,198,69,N,Player,
stengca01h,1953,BBWAA,264,198,61,N,Manager,
gowdyha01h,1953,BBWAA,264,198,58,N,Player,
careyma01h,1953,BBWAA,264,198,55,N,Player,
schalra01h,1953,BBWAA,264,198,52,N,Player,
martipe01h,1953,BBWAA,264,198,43,N,Player,
wilsoha01h,1953,BBWAA,264,198,43,N,Player,
gomezle01h,1953,BBWAA,264,198,35,N,Player,
roushed01h,1953,BBWAA,264,198,32,N,Player,
wheatza01h,1953,BBWAA,264,198,32,N,Player,
youngro01h,1953,BBWAA,264,198,31,N,Player,
lazzeto01h,1953,BBWAA,264,198,28,N,Player,
ruffire01h,1953,BBWAA,264,198,24,N,Player,
harribu01h,1953,BBWAA,264,198,21,N,Manager,
lewisdu01h,1953,BBWAA,264,198,20,N,Player,
marquru01h,1953,BBWAA,264,198,19,N,Player,
cuyleki01h,1953,BBWAA,264,198,18,N,Player,
adamsba01h,1953,BBWAA,264,198,17,N,Player,
hoytwa01h,1953,BBWAA,264,198,14,N,Player,
kerrdi01h,1953,BBWAA,264,198,13,N,Player,
oneilst01h,1953,BBWAA,264,198,13,N,Player,
odoulle01h,1953,BBWAA,264,198,11,N,Player,
bancrda01h,1953,BBWAA,264,198,10,N,Player,
bottoji01h,1953,BBWAA,264,198,10,N,Player,
henrito01h,1953,BBWAA,264,198,10,N,Player,
waltebu01h,1953,BBWAA,264,198,10,N,Player,
wilsoji01h,1953,BBWAA,264,198,10,N,Player,
coopewi01h,1953,BBWAA,264,198,9,N,Player,
faberre01h,1953,BBWAA,264,198,9,N,Player,
grimebu01h,1953,BBWAA,264,198,9,N,Player,
grimmch01h,1953,BBWAA,264,198,9,N,Player,
hardeme01h,1953,BBWAA,264,198,8,N,Player,
ruelmu01h,1953,BBWAA,264,198,8,N,Player,
dykesji01h,1953,BBWAA,264,198,5,N,Player,
rolfere01h,1953,BBWAA,264,198,5,N,Player,
scottev01h,1953,BBWAA,264,198,5,N,Player,
haineje01h,1953,BBWAA,264,198,4,N,Player,
nehfar01h,1953,BBWAA,264,198,4,N,Player,
willicy01h,1953,BBWAA,264,198,4,N,Player,
combsea01h,1953,BBWAA,264,198,3,N,Player,
ehmkeho01h,1953,BBWAA,264,198,3,N,Player,
ricesa01h,1953,BBWAA,264,198,3,N,Player,
rixeyep01h,1953,BBWAA,264,198,3,N,Player,
wrighgl01h,1953,BBWAA,264,198,3,N,Player,
applilu01h,1953,BBWAA,264,198,2,N,Player,
doerrbo01h,1953,BBWAA,264,198,2,N,Player,
hafeych01h,1953,BBWAA,264,198,2,N,Player,
hermaba01h,1953,BBWAA,264,198,2,N,Player,
jackstr01h,1953,BBWAA,264,198,2,N,Player,
lopezal01h,1953,BBWAA,264,198,2,N,Manager,
peckiro01h,1953,BBWAA,264,198,2,N,Player,
southbi01h,1953,BBWAA,264,198,2,N,Player,
altroni01h,1953,BBWAA,264,198,1,N,Player,
bushdo01h,1953,BBWAA,264,198,1,N,Player,
gonzami01h,1953,BBWAA,264,198,1,N,Player,
kellech01h,1953,BBWAA,264,198,1,N,Player,
klingjo01h,1953,BBWAA,264,198,1,N,Player,
langebi01h,1953,BBWAA,264,198,1,N,Player,
luquedo01h,1953,BBWAA,264,198,1,N,Player,
mccarjo99h,1953,BBWAA,264,198,1,N,Manager,
milancl01h,1953,BBWAA,264,198,1,N,Player,
moorete01h,1953,BBWAA,264,198,1,N,Player,
olearch01h,1953,BBWAA,264,198,1,N,Player,
pruethu01h,1953,BBWAA,264,198,1,N,Player,
roberda01h,1953,BBWAA,264,198,1,N,Player,
rommeed01h,1953,BBWAA,264,198,1,N,Player,
schaege01h,1953,BBWAA,264,198,1,N,Player,
selkige01h,1953,BBWAA,264,198,1,N,Player,
sherdbi01h,1953,BBWAA,264,198,1,N,Player,
streega01h,1953,BBWAA,264,198,1,N,Player,
vaughar01h,1953,BBWAA,264,198,1,N,Player,
wambsbi01h,1953,BBWAA,264,198,1,N,Player,
barroed99h,1953,Veterans,,,,Y,Pioneer/Executive,
bendech01h,1953,Veterans,,,,Y,Player,
connoto99h,1953,Veterans,,,,Y,Umpire,
klembi99h,1953,Veterans,,,,Y,Umpire,
wallabo01h,1953,Veterans,,,,Y,Player,
wrighha01h,1953,Veterans,,,,Y,Pioneer/Executive,
maranra01h,1954,BBWAA,252,189,209,Y,Player,
dickebi01h,1954,BBWAA,252,189,202,Y,Player,
terrybi01h,1954,BBWAA,252,189,195,Y,Player,
dimagjo01h,1954,BBWAA,252,189,175,N,Player,
lyonste01h,1954,BBWAA,252,189,170,N,Player,
vanceda01h,1954,BBWAA,252,189,158,N,Player,
hartnga01h,1954,BBWAA,252,189,151,N,Player,
greenha01h,1954,BBWAA,252,189,97,N,Player,
cronijo01h,1954,BBWAA,252,189,85,N,Player,
careyma01h,1954,BBWAA,252,189,55,N,Player,
schalra01h,1954,BBWAA,252,189,54,N,Player,
roushed01h,1954,BBWAA,252,189,52,N,Player,
gowdyha01h,1954,BBWAA,252,189,51,N,Player,
wilsoha01h,1954,BBWAA,252,189,48,N,Player,
gomezle01h,1954,BBWAA,252,189,38,N,Player,
youngro01h,1954,BBWAA,252,189,34,N,Player,
wheatza01h,1954,BBWAA,252,189,33,N,Player,
lazzeto01h,1954,BBWAA,252,189,30,N,Player,
ruffire01h,1954,BBWAA,252,189,29,N,Player,
cuyleki01h,1954,BBWAA,252,189,20,N,Player,
lewisdu01h,1954,BBWAA,252,189,20,N,Player,
bottoji01h,1954,BBWAA,252,189,16,N,Player,
marquru01h,1954,BBWAA,252,189,15,N,Player,
hoytwa01h,1954,BBWAA,252,189,14,N,Player,
adamsba01h,1954,BBWAA,252,189,13,N,Player,
kerrdi01h,1954,BBWAA,252,189,13,N,Player,
faberre01h,1954,BBWAA,252,189,12,N,Player,
kleinch01h,1954,BBWAA,252,189,11,N,Player,
bancrda01h,1954,BBWAA,252,189,10,N,Player,
ricesa01h,1954,BBWAA,252,189,9,N,Player,
wilsoji01h,1954,BBWAA,252,189,8,N,Player,
coopewi01h,1954,BBWAA,252,189,7,N,Player,
nehfar01h,1954,BBWAA,252,189,7,N,Player,
haineje01h,1954,BBWAA,252,189,6,N,Player,
rixeyep01h,1954,BBWAA,252,189,5,N,Player,
ruelmu01h,1954,BBWAA,252,189,5,N,Player,
ehmkeho01h,1954,BBWAA,252,189,4,N,Player,
scottev01h,1954,BBWAA,252,189,4,N,Player,
wambsbi01h,1954,BBWAA,252,189,4,N,Player,
willicy01h,1954,BBWAA,252,189,4,N,Player,
milancl01h,1954,BBWAA,252,189,3,N,Player,
altroni01h,1954,BBWAA,252,189,2,N,Player,
hafeych01h,1954,BBWAA,252,189,2,N,Player,
vaughar01h,1954,BBWAA,252,189,2,N,Player,
bluegos01h,1954,BBWAA,252,189,1,N,Player,
bluelu01h,1954,BBWAA,252,189,1,N,Player,
gosligo01h,1954,BBWAA,252,189,1,N,Player,
grohhe01h,1954,BBWAA,252,189,1,N,Player,
hermaba01h,1954,BBWAA,252,189,1,N,Player,
jackstr01h,1954,BBWAA,252,189,1,N,Player,
peckiro01h,1954,BBWAA,252,189,1,N,Player,
seweljo01h,1954,BBWAA,252,189,1,N,Player,
wrighgl01h,1954,BBWAA,252,189,1,N,Player,
dimagjo01h,1955,BBWAA,251,189,223,Y,Player,
lyonste01h,1955,BBWAA,251,189,217,Y,Player,
vanceda01h,1955,BBWAA,251,189,205,Y,Player,
hartnga01h,1955,BBWAA,251,189,195,Y,Player,
greenha01h,1955,BBWAA,251,189,157,N,Player,
cronijo01h,1955,BBWAA,251,189,135,N,Player,
careyma01h,1955,BBWAA,251,189,119,N,Player,
schalra01h,1955,BBWAA,251,189,113,N,Player,
roushed01h,1955,BBWAA,251,189,97,N,Player,
gowdyha01h,1955,BBWAA,251,189,90,N,Player,
wilsoha01h,1955,BBWAA,251,189,81,N,Player,
gomezle01h,1955,BBWAA,251,189,71,N,Player,
lazzeto01h,1955,BBWAA,251,189,66,N,Player,
ruffire01h,1955,BBWAA,251,189,60,N,Player,
wheatza01h,1955,BBWAA,251,189,51,N,Player,
youngro01h,1955,BBWAA,251,189,48,N,Player,
cuyleki01h,1955,BBWAA,251,189,35,N,Player,
marquru01h,1955,BBWAA,251,189,35,N,Player,
lewisdu01h,1955,BBWAA,251,189,34,N,Player,
hoytwa01h,1955,BBWAA,251,189,33,N,Player,
ricesa01h,1955,BBWAA,251,189,28,N,Player,
faberre01h,1955,BBWAA,251,189,27,N,Player,
bottoji01h,1955,BBWAA,251,189,26,N,Player,
kerrdi01h,1955,BBWAA,251,189,25,N,Player,
kleinch01h,1955,BBWAA,251,189,25,N,Player,
adamsba01h,1955,BBWAA,251,189,24,N,Player,
bancrda01h,1955,BBWAA,251,189,19,N,Player,
wilsoji01h,1955,BBWAA,251,189,13,N,Player,
coopewi01h,1955,BBWAA,251,189,11,N,Player,
ruelmu01h,1955,BBWAA,251,189,11,N,Player,
haineje01h,1955,BBWAA,251,189,10,N,Player,
rixeyep01h,1955,BBWAA,251,189,8,N,Player,
scottev01h,1955,BBWAA,251,189,8,N,Player,
gosligo01h,1955,BBWAA,251,189,7,N,Player,
nehfar01h,1955,BBWAA,251,189,7,N,Player,
milancl01h,1955,BBWAA,251,189,6,N,Player,
grohhe01h,1955,BBWAA,251,189,5,N,Player,
hermaba01h,1955,BBWAA,251,189,5,N,Player,
jackstr01h,1955,BBWAA,251,189,5,N,Player,
wambsbi01h,1955,BBWAA,251,189,5,N,Player,
hafeych01h,1955,BBWAA,251,189,4,N,Player,
vaughar01h,1955,BBWAA,251,189,4,N,Player,
wrighgl01h,1955,BBWAA,251,189,4,N,Player,
applilu01h,1955,BBWAA,251,189,3,N,Player,
grimebu01h,1955,BBWAA,251,189,3,N,Player,
willicy01h,1955,BBWAA,251,189,3,N,Player,
averiea01h,1955,BBWAA,251,189,2,N,Player,
earnsge01h,1955,BBWAA,251,189,2,N,Player,
judgejo01h,1955,BBWAA,251,189,2,N,Player,
meusebo01h,1955,BBWAA,251,189,2,N,Player,
allenjo02h,1955,BBWAA,251,189,1,N,Player,
berrych02h,1955,BBWAA,251,189,1,N,Player,
bishoma01h,1955,BBWAA,251,189,1,N,Player,
combsea01h,1955,BBWAA,251,189,1,N,Player,
daubeja01h,1955,BBWAA,251,189,1,N,Player,
derripa01h,1955,BBWAA,251,189,1,N,Player,
dykesji01h,1955,BBWAA,251,189,1,N,Player,
gordojo01h,1955,BBWAA,251,189,1,N,Player,
haasmu01h,1955,BBWAA,251,189,1,N,Player,
jonessa01h,1955,BBWAA,251,189,1,N,Player,
peckiro01h,1955,BBWAA,251,189,1,N,Player,
schumha02h,1955,BBWAA,251,189,1,N,Player,
seweljo01h,1955,BBWAA,251,189,1,N,Player,
sherdbi01h,1955,BBWAA,251,189,1,N,Player,
bakerfr01h,1955,Veterans,,,,Y,Player,
